VerkaufsID,KundenID,ProduktID,Datum,Menge,Region,Land,Supportanfrage,Retoure,Kampagne
V02594,K0157,P004,2021-06-08,8,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V02595,K0168,P005,2024-10-26,8,Nordholland,Niederlande,Ja,Nein,UK Launch
V02596,K0020,P004,2023-08-19,5,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V02597,K0172,P004,2022-03-13,4,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V02598,K0028,P007,2022-11-19,3,London,Großbritannien,Ja,Nein,Urban Gardening
V02599,K0070,P005,2023-01-29,6,Berlin,Deutschland,Nein,Nein,Urban Gardening
V02600,K0055,P003,2022-10-04,5,NRW,Deutschland,Nein,Nein,Winter Deals
V02601,K0150,P007,2021-05-03,4,Bayern,Deutschland,Nein,Nein,Urban Gardening
V02602,K0038,P007,2022-01-24,8,Katalonien,Spanien,Nein,Nein,UK Launch
V02603,K0140,P007,2022-02-11,7,Île-de-France,Frankreich,Nein,Nein,Frühjahr 2025
V02604,K0122,P001,2023-05-30,3,Lombardei,Italien,Nein,Nein,UK Launch
V02605,K0080,P001,2023-11-07,3,Berlin,Deutschland,Nein,Nein,Business Boost
V02606,K0043,P004,2024-11-09,6,Lombardei,Italien,Ja,Nein,Spring Cleaning
V02607,K0097,P006,2021-10-23,9,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V02608,K0016,P007,2024-05-19,7,London,Großbritannien,Nein,Nein,UK Launch
V02609,K0079,P002,2023-04-19,4,London,Großbritannien,Nein,Nein,Frühjahr 2025
V02610,K0023,P006,2023-08-20,10,Katalonien,Spanien,Nein,Nein,Frühjahr 2025
V02611,K0010,P005,2022-09-22,1,Île-de-France,Frankreich,Nein,Ja,UK Launch
V02612,K0049,P006,2024-12-01,7,London,Großbritannien,Nein,Nein,Frühjahr 2025
V02613,K0197,P003,2022-01-04,2,London,Großbritannien,Nein,Nein,UK Launch
V02614,K0168,P005,2025-07-04,9,Nordholland,Niederlande,Ja,Nein,Spring Cleaning
V02615,K0148,P004,2022-03-11,2,London,Großbritannien,Nein,Nein,Frühjahr 2025
V02616,K0072,P007,2022-03-29,8,London,Großbritannien,Nein,Nein,Urban Gardening
V02617,K0134,P006,2022-10-12,6,Wien,Österreich,Nein,Nein,Winter Deals
V02618,K0123,P007,2023-09-03,10,London,Großbritannien,Ja,Nein,UK Launch
V02619,K0187,P006,2022-04-08,1,London,Großbritannien,Nein,Ja,Printemps Tech
V02620,K0188,P005,2024-11-02,1,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V02621,K0018,P005,2021-04-01,6,Lombardei,Italien,Nein,Nein,Printemps Tech
V02622,K0085,P006,2024-12-02,6,NRW,Deutschland,Nein,Nein,Smart Home Days
V02623,K0196,P004,2023-11-24,2,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V02624,K0135,P003,2023-04-17,4,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V02625,K0132,P005,2025-03-07,5,Lombardei,Italien,Nein,Nein,Spring Cleaning
V02626,K0080,P005,2025-05-23,2,Berlin,Deutschland,Nein,Nein,Summer Tech
V02627,K0010,P004,2025-04-24,7,Île-de-France,Frankreich,Nein,Nein,Printemps Tech
V02628,K0196,P003,2021-11-08,2,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V02629,K0092,P004,2021-12-24,4,Hamburg,Deutschland,Nein,Ja,Winter Deals
V02630,K0108,P005,2024-06-03,8,Wien,Österreich,Nein,Nein,Winter Deals
V02631,K0009,P001,2024-09-22,4,Berlin,Deutschland,Ja,Ja,Smart Home Days
V02632,K0190,P006,2021-01-12,6,London,Großbritannien,Nein,Nein,Frühjahr 2025
V02633,K0064,P001,2021-11-23,8,Katalonien,Spanien,Nein,Nein,Summer Tech
V02634,K0085,P001,2024-09-29,6,NRW,Deutschland,Nein,Nein,Business Boost
V02635,K0199,P003,2025-05-15,3,Katalonien,Spanien,Ja,Nein,Smart Home Days
V02636,K0191,P002,2022-08-20,2,Hamburg,Deutschland,Nein,Ja,Printemps Tech
V02637,K0200,P006,2022-03-08,1,NRW,Deutschland,Nein,Nein,AI Everywhere
V02638,K0162,P004,2024-02-21,8,Lombardei,Italien,Nein,Nein,Urban Gardening
V02639,K0012,P002,2022-02-21,3,London,Großbritannien,Nein,Nein,Smart Home Days
V02640,K0027,P003,2021-10-29,7,Berlin,Deutschland,Nein,Ja,Smart Home Days
V02641,K0200,P007,2021-08-30,3,NRW,Deutschland,Nein,Nein,UK Launch
V02642,K0068,P004,2023-07-25,9,Katalonien,Spanien,Nein,Nein,Spring Cleaning
V02643,K0034,P001,2025-06-04,9,London,Großbritannien,Nein,Nein,Summer Tech
V02644,K0058,P001,2021-10-01,5,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V02645,K0119,P006,2025-05-06,7,Katalonien,Spanien,Nein,Nein,Urban Gardening
V02646,K0044,P002,2024-02-04,10,Berlin,Deutschland,Ja,Nein,Spring Cleaning
V02647,K0114,P001,2024-08-14,2,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V02648,K0077,P006,2023-06-06,4,Wien,Österreich,Ja,Nein,Frühjahr 2025
V02649,K0099,P006,2025-05-14,3,Wien,Österreich,Nein,Nein,AI Everywhere
V02650,K0159,P004,2023-08-30,7,Hamburg,Deutschland,Ja,Nein,Urban Gardening
V02651,K0092,P003,2021-11-27,9,Hamburg,Deutschland,Nein,Nein,Winter Deals
V02652,K0194,P002,2021-04-14,9,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V02653,K0178,P003,2022-07-14,10,Wien,Österreich,Ja,Nein,Frühjahr 2025
V02654,K0029,P001,2022-09-20,6,Nordholland,Niederlande,Nein,Nein,AI Everywhere
V02655,K0146,P005,2021-08-13,5,NRW,Deutschland,Nein,Nein,Printemps Tech
V02656,K0023,P007,2024-12-19,5,Katalonien,Spanien,Nein,Nein,Smart Home Days
V02657,K0159,P005,2024-01-24,4,Hamburg,Deutschland,Nein,Nein,Printemps Tech
V02658,K0127,P005,2023-09-26,2,Wien,Österreich,Nein,Nein,Printemps Tech
V02659,K0097,P003,2024-06-20,6,Lombardei,Italien,Nein,Ja,AI Everywhere
V02660,K0147,P005,2022-06-15,7,Bayern,Deutschland,Nein,Ja,AI Everywhere
V02661,K0031,P002,2023-01-08,8,Wien,Österreich,Nein,Ja,Summer Tech
V02662,K0178,P002,2025-05-17,7,Wien,Österreich,Nein,Nein,Summer Tech
V02663,K0062,P007,2022-10-23,3,Bayern,Deutschland,Ja,Nein,Smart Home Days
V02664,K0125,P002,2024-07-09,9,NRW,Deutschland,Nein,Nein,Summer Tech
V02665,K0065,P005,2022-07-21,6,Berlin,Deutschland,Nein,Nein,Smart Home Days
V02666,K0184,P003,2022-07-14,6,NRW,Deutschland,Nein,Nein,Printemps Tech
V02667,K0135,P007,2025-01-26,3,Nordholland,Niederlande,Nein,Nein,Business Boost
V02668,K0153,P002,2024-10-16,2,Lombardei,Italien,Nein,Nein,Smart Home Days
V02669,K0139,P003,2021-11-29,5,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V02670,K0194,P002,2021-11-27,5,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V02671,K0057,P001,2023-04-06,2,Bayern,Deutschland,Ja,Nein,Smart Home Days
V02672,K0077,P007,2021-10-30,3,Wien,Österreich,Nein,Nein,Winter Deals
V02673,K0114,P001,2025-05-28,3,Hamburg,Deutschland,Nein,Nein,UK Launch
V02674,K0061,P004,2022-04-27,10,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V02675,K0121,P006,2023-05-01,9,NRW,Deutschland,Nein,Nein,Business Boost
V02676,K0066,P004,2021-11-05,8,Nordholland,Niederlande,Nein,Nein,Spring Cleaning
V02677,K0144,P003,2021-05-02,5,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V02678,K0138,P004,2025-06-09,8,NRW,Deutschland,Nein,Nein,Spring Cleaning
V02679,K0177,P001,2022-03-11,2,Wien,Österreich,Nein,Nein,UK Launch
V02680,K0099,P001,2022-05-06,1,Wien,Österreich,Nein,Nein,Business Boost
V02681,K0173,P007,2024-07-20,10,Lombardei,Italien,Ja,Nein,Spring Cleaning
V02682,K0105,P002,2024-07-29,8,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V02683,K0094,P003,2024-11-20,8,Lombardei,Italien,Nein,Nein,Winter Deals
V02684,K0085,P006,2024-01-07,6,NRW,Deutschland,Nein,Ja,Summer Tech
V02685,K0135,P005,2024-07-12,8,Nordholland,Niederlande,Nein,Nein,Printemps Tech
V02686,K0173,P007,2021-06-02,2,Lombardei,Italien,Nein,Nein,Spring Cleaning
V02687,K0010,P004,2023-05-22,2,Île-de-France,Frankreich,Nein,Nein,Business Boost
V02688,K0095,P002,2025-01-28,10,NRW,Deutschland,Nein,Nein,Smart Home Days
V02689,K0016,P002,2021-05-31,8,London,Großbritannien,Nein,Ja,Winter Deals
V02690,K0085,P004,2024-11-18,10,NRW,Deutschland,Nein,Nein,Urban Gardening
V02691,K0098,P002,2024-02-19,4,Lombardei,Italien,Nein,Nein,Summer Tech
V02692,K0177,P003,2021-05-04,1,Wien,Österreich,Nein,Nein,Frühjahr 2025
V02693,K0152,P003,2025-03-30,5,Hamburg,Deutschland,Nein,Nein,Urban Gardening
V02694,K0033,P001,2025-01-30,1,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V02695,K0127,P004,2021-09-28,7,Wien,Österreich,Nein,Nein,Frühjahr 2025
V02696,K0156,P002,2021-07-21,4,Katalonien,Spanien,Nein,Nein,Spring Cleaning
V02697,K0030,P001,2022-05-21,9,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V02698,K0172,P005,2022-03-11,10,Nordholland,Niederlande,Nein,Nein,Summer Tech
V02699,K0058,P007,2025-01-26,8,Nordholland,Niederlande,Nein,Nein,AI Everywhere
V02700,K0154,P006,2023-09-07,5,Hamburg,Deutschland,Nein,Nein,Printemps Tech
V02701,K0171,P001,2024-05-11,1,NRW,Deutschland,Nein,Nein,AI Everywhere
V02702,K0009,P005,2021-02-05,4,Berlin,Deutschland,Ja,Nein,Spring Cleaning
V02703,K0051,P006,2023-02-21,9,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V02704,K0092,P002,2021-05-27,4,Hamburg,Deutschland,Ja,Nein,Frühjahr 2025
V02705,K0045,P004,2024-12-19,9,Berlin,Deutschland,Nein,Nein,Printemps Tech
V02706,K0191,P005,2022-08-25,8,Hamburg,Deutschland,Nein,Nein,AI Everywhere
V02707,K0030,P002,2023-12-15,7,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V02708,K0196,P003,2023-12-10,9,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V02709,K0196,P002,2022-12-31,2,Île-de-France,Frankreich,Nein,Nein,Frühjahr 2025
V02710,K0007,P004,2023-04-07,3,NRW,Deutschland,Ja,Nein,Winter Deals
V02711,K0161,P005,2021-09-07,5,Berlin,Deutschland,Ja,Ja,AI Everywhere
V02712,K0160,P002,2023-04-28,5,Wien,Österreich,Nein,Nein,UK Launch
V02713,K0150,P006,2022-11-03,7,Bayern,Deutschland,Nein,Nein,Smart Home Days
V02714,K0004,P007,2022-09-08,8,NRW,Deutschland,Ja,Nein,Smart Home Days
V02715,K0113,P007,2022-01-15,4,NRW,Deutschland,Nein,Nein,Business Boost
V02716,K0150,P005,2021-09-10,2,Bayern,Deutschland,Nein,Nein,Urban Gardening
V02717,K0072,P003,2022-12-29,6,London,Großbritannien,Nein,Nein,UK Launch
V02718,K0072,P004,2021-12-16,7,London,Großbritannien,Ja,Nein,Urban Gardening
V02719,K0184,P005,2025-03-25,5,NRW,Deutschland,Nein,Nein,Urban Gardening
V02720,K0180,P002,2024-02-20,1,Katalonien,Spanien,Nein,Nein,Smart Home Days
V02721,K0009,P005,2023-10-12,6,Berlin,Deutschland,Nein,Nein,Printemps Tech
V02722,K0017,P004,2022-05-04,2,Lombardei,Italien,Nein,Nein,Urban Gardening
V02723,K0097,P005,2021-01-12,4,Lombardei,Italien,Nein,Nein,Winter Deals
V02724,K0172,P001,2021-07-01,9,Nordholland,Niederlande,Nein,Nein,Frühjahr 2025
V02725,K0131,P004,2024-03-04,4,Île-de-France,Frankreich,Ja,Nein,Spring Cleaning
V02726,K0028,P006,2021-08-02,4,London,Großbritannien,Nein,Nein,UK Launch
V02727,K0196,P005,2023-09-03,3,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V02728,K0019,P004,2023-11-12,7,Berlin,Deutschland,Nein,Nein,Winter Deals
V02729,K0026,P007,2022-07-17,8,Berlin,Deutschland,Ja,Nein,UK Launch
V02730,K0030,P003,2022-01-08,2,Île-de-France,Frankreich,Nein,Nein,UK Launch
V02731,K0079,P006,2021-07-21,1,London,Großbritannien,Nein,Nein,AI Everywhere
V02732,K0131,P005,2023-11-20,3,Île-de-France,Frankreich,Ja,Nein,Summer Tech
V02733,K0051,P005,2025-04-02,7,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V02734,K0036,P007,2021-01-17,4,Île-de-France,Frankreich,Nein,Ja,Urban Gardening
V02735,K0037,P007,2021-08-05,1,Berlin,Deutschland,Nein,Nein,Printemps Tech
V02736,K0132,P003,2023-07-04,2,Lombardei,Italien,Nein,Nein,Printemps Tech
V02737,K0104,P003,2025-01-14,8,Bayern,Deutschland,Nein,Nein,Urban Gardening
V02738,K0172,P006,2025-06-17,8,Nordholland,Niederlande,Ja,Nein,Frühjahr 2025
V02739,K0141,P006,2021-06-27,5,Wien,Österreich,Nein,Nein,Frühjahr 2025
V02740,K0109,P007,2023-06-15,9,NRW,Deutschland,Ja,Ja,Urban Gardening
V02741,K0149,P006,2024-07-12,6,Lombardei,Italien,Nein,Nein,Spring Cleaning
V02742,K0198,P007,2024-06-09,7,Lombardei,Italien,Nein,Nein,Spring Cleaning
V02743,K0040,P001,2023-01-01,5,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V02744,K0169,P006,2023-08-15,4,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V02745,K0052,P001,2023-06-04,1,Île-de-France,Frankreich,Nein,Nein,Spring Cleaning
V02746,K0139,P006,2022-08-30,6,Île-de-France,Frankreich,Nein,Nein,Spring Cleaning
V02747,K0015,P006,2024-05-04,8,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V02748,K0171,P006,2023-08-30,9,NRW,Deutschland,Nein,Nein,Spring Cleaning
V02749,K0121,P005,2022-01-12,9,NRW,Deutschland,Nein,Nein,Business Boost
V02750,K0049,P004,2023-01-02,5,London,Großbritannien,Ja,Nein,Urban Gardening
V02751,K0111,P004,2022-08-01,1,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V02752,K0039,P007,2022-06-11,8,Nordholland,Niederlande,Nein,Nein,Business Boost
V02753,K0105,P003,2024-05-29,9,Berlin,Deutschland,Nein,Nein,UK Launch
V02754,K0033,P001,2025-05-22,8,Berlin,Deutschland,Ja,Nein,Business Boost
V02755,K0155,P005,2024-07-02,1,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V02756,K0162,P003,2023-05-02,8,Lombardei,Italien,Nein,Nein,AI Everywhere
V02757,K0046,P004,2023-04-26,7,Lombardei,Italien,Ja,Nein,Urban Gardening
V02758,K0014,P007,2022-10-15,4,Wien,Österreich,Ja,Ja,Spring Cleaning
V02759,K0171,P006,2022-11-12,4,NRW,Deutschland,Ja,Nein,Spring Cleaning
V02760,K0174,P003,2023-11-02,6,Nordholland,Niederlande,Nein,Nein,UK Launch
V02761,K0112,P004,2024-10-01,8,Katalonien,Spanien,Nein,Nein,Summer Tech
V02762,K0069,P001,2025-04-21,9,Wien,Österreich,Nein,Nein,UK Launch
V02763,K0180,P004,2021-08-18,3,Katalonien,Spanien,Ja,Nein,Smart Home Days
V02764,K0050,P007,2022-06-07,9,Hamburg,Deutschland,Nein,Nein,Urban Gardening
V02765,K0017,P005,2025-03-16,7,Lombardei,Italien,Nein,Nein,Summer Tech
V02766,K0196,P007,2022-04-08,8,Île-de-France,Frankreich,Ja,Nein,Smart Home Days
V02767,K0103,P004,2022-09-02,2,Île-de-France,Frankreich,Ja,Nein,AI Everywhere
V02768,K0143,P003,2024-11-03,2,Katalonien,Spanien,Ja,Nein,Summer Tech
V02769,K0170,P007,2022-12-16,4,Île-de-France,Frankreich,Ja,Nein,AI Everywhere
V02770,K0048,P001,2025-04-15,1,Wien,Österreich,Nein,Nein,Urban Gardening
V02771,K0059,P005,2025-01-09,9,Nordholland,Niederlande,Nein,Nein,Summer Tech
V02772,K0190,P006,2022-06-13,7,London,Großbritannien,Nein,Ja,Winter Deals
V02773,K0061,P005,2022-04-11,7,Hamburg,Deutschland,Nein,Nein,AI Everywhere
V02774,K0081,P004,2021-06-07,10,Bayern,Deutschland,Ja,Nein,Urban Gardening
V02775,K0146,P003,2023-04-09,8,NRW,Deutschland,Nein,Nein,Business Boost
V02776,K0074,P005,2023-02-09,9,NRW,Deutschland,Ja,Nein,UK Launch
V02777,K0031,P006,2021-09-15,10,Wien,Österreich,Nein,Nein,Spring Cleaning
V02778,K0065,P007,2021-06-25,2,Berlin,Deutschland,Nein,Nein,UK Launch
V02779,K0005,P002,2022-10-03,7,Berlin,Deutschland,Nein,Nein,Urban Gardening
V02780,K0060,P001,2024-08-17,1,Île-de-France,Frankreich,Nein,Nein,Business Boost
V02781,K0074,P006,2023-05-02,1,NRW,Deutschland,Nein,Nein,Winter Deals
V02782,K0001,P007,2022-06-05,3,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V02783,K0008,P007,2024-03-07,3,Bayern,Deutschland,Ja,Nein,Business Boost
V02784,K0090,P001,2023-03-24,7,Hamburg,Deutschland,Nein,Nein,Winter Deals
V02785,K0109,P006,2023-10-04,1,NRW,Deutschland,Nein,Nein,Summer Tech
V02786,K0062,P004,2021-11-21,6,Bayern,Deutschland,Nein,Nein,Urban Gardening
V02787,K0167,P001,2022-11-09,5,Katalonien,Spanien,Ja,Ja,AI Everywhere
V02788,K0041,P001,2022-02-01,8,Wien,Österreich,Nein,Nein,Winter Deals
V02789,K0090,P007,2025-01-27,3,Hamburg,Deutschland,Nein,Nein,Printemps Tech
V02790,K0015,P005,2021-10-17,4,Île-de-France,Frankreich,Nein,Ja,Business Boost
V02791,K0047,P005,2021-08-08,7,Bayern,Deutschland,Nein,Nein,Business Boost
V02792,K0045,P005,2022-07-23,3,Berlin,Deutschland,Nein,Nein,Business Boost
V02793,K0150,P006,2024-06-10,7,Bayern,Deutschland,Nein,Nein,Urban Gardening
V02794,K0108,P004,2022-08-25,3,Wien,Österreich,Nein,Nein,Spring Cleaning
V02795,K0162,P006,2021-02-28,8,Lombardei,Italien,Nein,Nein,UK Launch
V02796,K0005,P007,2021-04-30,3,Berlin,Deutschland,Nein,Nein,Spring Cleaning
V02797,K0136,P005,2022-08-06,9,Wien,Österreich,Nein,Nein,AI Everywhere
V02798,K0163,P006,2022-12-18,9,London,Großbritannien,Nein,Nein,Winter Deals
V02799,K0183,P004,2021-07-14,5,Lombardei,Italien,Ja,Ja,Smart Home Days
V02800,K0083,P001,2024-06-17,4,London,Großbritannien,Nein,Nein,Business Boost
V02801,K0128,P005,2022-01-17,4,Katalonien,Spanien,Nein,Nein,Urban Gardening
V02802,K0125,P005,2024-03-06,5,NRW,Deutschland,Nein,Nein,Urban Gardening
V02803,K0094,P001,2023-04-11,5,Lombardei,Italien,Nein,Nein,Business Boost
V02804,K0169,P007,2023-05-02,3,Nordholland,Niederlande,Nein,Ja,Spring Cleaning
V02805,K0164,P003,2022-01-20,2,Hamburg,Deutschland,Ja,Nein,AI Everywhere
V02806,K0123,P001,2024-11-27,10,London,Großbritannien,Ja,Nein,UK Launch
V02807,K0043,P003,2023-10-14,6,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V02808,K0200,P002,2021-03-05,10,NRW,Deutschland,Nein,Nein,Printemps Tech
V02809,K0035,P005,2025-01-29,4,Île-de-France,Frankreich,Nein,Nein,Printemps Tech
V02810,K0129,P004,2023-10-23,7,Hamburg,Deutschland,Nein,Nein,Urban Gardening
V02811,K0128,P001,2021-04-27,6,Katalonien,Spanien,Nein,Nein,AI Everywhere
V02812,K0081,P002,2025-02-07,9,Bayern,Deutschland,Nein,Nein,Summer Tech
V02813,K0091,P007,2022-04-05,3,Hamburg,Deutschland,Nein,Ja,UK Launch
V02814,K0001,P007,2021-10-12,7,Bayern,Deutschland,Nein,Nein,Winter Deals
V02815,K0153,P001,2024-11-28,6,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V02816,K0128,P006,2023-04-12,8,Katalonien,Spanien,Nein,Nein,Smart Home Days
V02817,K0116,P007,2023-12-20,5,Île-de-France,Frankreich,Ja,Nein,Frühjahr 2025
V02818,K0023,P004,2024-09-18,7,Katalonien,Spanien,Nein,Nein,AI Everywhere
V02819,K0080,P001,2024-05-03,8,Berlin,Deutschland,Nein,Nein,Urban Gardening
V02820,K0163,P006,2021-03-18,1,London,Großbritannien,Nein,Nein,Frühjahr 2025
V02821,K0044,P003,2024-12-10,1,Berlin,Deutschland,Nein,Nein,Printemps Tech
V02822,K0181,P001,2021-09-25,7,Bayern,Deutschland,Ja,Nein,AI Everywhere
V02823,K0097,P007,2024-06-25,10,Lombardei,Italien,Nein,Nein,Winter Deals
V02824,K0174,P002,2023-04-29,7,Nordholland,Niederlande,Nein,Nein,Frühjahr 2025
V02825,K0154,P006,2023-02-08,3,Hamburg,Deutschland,Nein,Nein,UK Launch
V02826,K0108,P005,2022-09-09,8,Wien,Österreich,Nein,Nein,Urban Gardening
V02827,K0084,P006,2023-03-14,4,NRW,Deutschland,Nein,Nein,UK Launch
V02828,K0151,P005,2023-03-11,6,NRW,Deutschland,Ja,Nein,UK Launch
V02829,K0085,P006,2022-01-05,5,NRW,Deutschland,Nein,Nein,Spring Cleaning
V02830,K0194,P005,2023-07-27,10,Bayern,Deutschland,Nein,Nein,Smart Home Days
V02831,K0141,P003,2021-05-29,9,Wien,Österreich,Nein,Nein,Business Boost
V02832,K0016,P002,2025-04-20,4,London,Großbritannien,Nein,Nein,Urban Gardening
V02833,K0021,P002,2023-03-08,7,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V02834,K0158,P006,2024-09-03,10,NRW,Deutschland,Nein,Ja,Printemps Tech
V02835,K0175,P006,2024-03-01,2,NRW,Deutschland,Nein,Nein,Winter Deals
V02836,K0123,P006,2021-05-13,9,London,Großbritannien,Ja,Nein,UK Launch
V02837,K0192,P004,2021-09-05,3,Berlin,Deutschland,Nein,Nein,AI Everywhere
V02838,K0062,P007,2022-12-28,5,Bayern,Deutschland,Nein,Ja,Urban Gardening
V02839,K0185,P004,2022-08-31,3,Hamburg,Deutschland,Ja,Nein,Smart Home Days
V02840,K0138,P001,2021-07-05,3,NRW,Deutschland,Nein,Nein,Winter Deals
V02841,K0039,P001,2024-04-29,2,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V02842,K0002,P007,2025-06-23,2,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V02843,K0095,P001,2021-01-16,5,NRW,Deutschland,Nein,Nein,Spring Cleaning
V02844,K0176,P001,2025-03-09,3,Bayern,Deutschland,Nein,Nein,Printemps Tech
V02845,K0197,P006,2022-01-15,2,London,Großbritannien,Nein,Nein,Winter Deals
V02846,K0119,P004,2025-03-09,3,Katalonien,Spanien,Nein,Nein,UK Launch
V02847,K0109,P007,2021-07-13,10,NRW,Deutschland,Ja,Nein,Frühjahr 2025
V02848,K0086,P005,2025-01-06,4,Katalonien,Spanien,Nein,Nein,Printemps Tech
V02849,K0084,P006,2021-07-07,1,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V02850,K0095,P007,2021-11-22,2,NRW,Deutschland,Ja,Nein,AI Everywhere
V02851,K0001,P001,2024-06-17,5,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V02852,K0020,P001,2021-05-03,8,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V02853,K0018,P003,2023-01-13,6,Lombardei,Italien,Nein,Nein,Urban Gardening
V02854,K0180,P002,2022-08-16,1,Katalonien,Spanien,Ja,Nein,Frühjahr 2025
V02855,K0036,P002,2023-04-29,3,Île-de-France,Frankreich,Ja,Nein,Printemps Tech
V02856,K0056,P001,2021-06-24,10,Nordholland,Niederlande,Nein,Ja,Spring Cleaning
V02857,K0121,P002,2024-04-11,1,NRW,Deutschland,Nein,Nein,Printemps Tech
V02858,K0148,P003,2021-05-26,1,London,Großbritannien,Nein,Nein,Printemps Tech
V02859,K0020,P004,2023-07-24,5,Hamburg,Deutschland,Ja,Nein,Frühjahr 2025
V02860,K0090,P002,2024-01-03,4,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V02861,K0190,P001,2021-11-09,5,London,Großbritannien,Nein,Nein,Winter Deals
V02862,K0027,P002,2022-02-11,4,Berlin,Deutschland,Nein,Nein,Urban Gardening
V02863,K0188,P002,2025-01-04,3,Hamburg,Deutschland,Nein,Nein,UK Launch
V02864,K0180,P001,2022-01-26,9,Katalonien,Spanien,Nein,Nein,Summer Tech
V02865,K0065,P003,2021-10-25,7,Berlin,Deutschland,Nein,Nein,Winter Deals
V02866,K0147,P005,2024-09-22,2,Bayern,Deutschland,Nein,Nein,Summer Tech
V02867,K0097,P003,2021-09-04,10,Lombardei,Italien,Nein,Nein,Urban Gardening
V02868,K0148,P007,2021-01-29,1,London,Großbritannien,Nein,Nein,Frühjahr 2025
V02869,K0081,P007,2022-03-20,1,Bayern,Deutschland,Nein,Nein,Urban Gardening
V02870,K0181,P003,2024-01-13,1,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V02871,K0155,P007,2025-03-29,3,Hamburg,Deutschland,Nein,Nein,Business Boost
V02872,K0171,P001,2024-11-22,4,NRW,Deutschland,Nein,Nein,Smart Home Days
V02873,K0171,P005,2022-01-05,6,NRW,Deutschland,Nein,Nein,AI Everywhere
V02874,K0161,P003,2025-05-07,5,Berlin,Deutschland,Nein,Nein,Summer Tech
V02875,K0087,P004,2024-08-16,5,NRW,Deutschland,Nein,Ja,Summer Tech
V02876,K0102,P004,2024-12-20,10,NRW,Deutschland,Nein,Nein,Smart Home Days
V02877,K0195,P001,2025-02-02,3,Bayern,Deutschland,Nein,Ja,Urban Gardening
V02878,K0158,P003,2024-01-12,3,NRW,Deutschland,Nein,Ja,Spring Cleaning
V02879,K0014,P001,2021-02-04,6,Wien,Österreich,Nein,Nein,Spring Cleaning
V02880,K0094,P007,2023-02-01,7,Lombardei,Italien,Ja,Nein,Summer Tech
V02881,K0098,P007,2021-04-09,10,Lombardei,Italien,Nein,Nein,Urban Gardening
V02882,K0191,P003,2022-07-21,1,Hamburg,Deutschland,Nein,Nein,Summer Tech
V02883,K0111,P005,2022-08-27,5,Île-de-France,Frankreich,Ja,Nein,Spring Cleaning
V02884,K0158,P006,2024-10-01,3,NRW,Deutschland,Nein,Nein,Urban Gardening
V02885,K0003,P001,2025-05-04,6,London,Großbritannien,Ja,Nein,Winter Deals
V02886,K0184,P003,2023-05-17,9,NRW,Deutschland,Nein,Nein,AI Everywhere
V02887,K0044,P006,2021-05-03,10,Berlin,Deutschland,Nein,Nein,Urban Gardening
V02888,K0182,P002,2023-10-31,10,Berlin,Deutschland,Nein,Nein,Winter Deals
V02889,K0076,P005,2022-12-06,10,Nordholland,Niederlande,Nein,Nein,Winter Deals
V02890,K0147,P005,2022-08-30,10,Bayern,Deutschland,Nein,Ja,Urban Gardening
V02891,K0137,P003,2025-06-04,5,Hamburg,Deutschland,Nein,Nein,Printemps Tech
V02892,K0142,P004,2021-06-21,2,Lombardei,Italien,Nein,Nein,Urban Gardening
